TitleId,CompMain,CompExtra,Comp100
1229326289,47,52,0
1480657491,7,8,8
1279330285,10,18,21
1480657543,5,6,10
1481968098,1,1,2
1480657655,0,18,0
1464993751,10,16,30
1480657287,8,0,0
1480656913,3,4,5
1279330291,9,15,30
1480657139,2,0,3
1129908181,6,8,10
1481968427,2,3,7
1179584484,1,3,0
1480659637,0,0,0
1480657675,3,0,3
1481967926,2,0,6
1480656853,2,3,0
1296697305,1,1,0
1480660067,3,4,4
1161890200,95,132,213
1480657300,6,0,7
1129121798,8,9,10
1481968603,0,0,11
1481968345,0,0,0
1128466443,0,0,0
1263470563,14,26,48
1480657810,7,9,10
1481968626,0,0,0
1480657237,17,23,24
1480657762,6,6,7
1480656964,0,6,0
926156756,0,0,0
1096026071,13,17,65
1480657785,0,0,7
1096157154,8,13,18
1480657385,0,0,0
1480657269,1,2,2
1463158755,0,0,0
1414596664,6,9,14
1431504897,10,11,14
1480657427,2,3,9
1161890141,24,36,51
1480657813,3,5,8
1481968080,0,0,0
1297287483,0,0,0
1480657270,1,20,56
1480657083,0,0,0
1480657724,4,0,0
1161889772,12,13,20
1481968232,7,12,20
1414596649,18,19,29
1161889994,2,0,0
1480656883,2,7,11
1480656878,1,0,0
1096157157,4,0,0
1414596689,20,21,36
1196427219,5,6,7
1480659512,5,8,14
1480657340,1,0,0
1415186387,1,2,8
1397032948,3,6,0
1096157400,6,8,10
1161889773,7,12,22
1481968330,2,0,0
1313671266,17,33,88
1196427218,0,0,0
1128466386,12,19,74
1096157160,4,6,9
1313671149,0,0,0
1313671169,7,8,8
1480657247,0,9,0
1161889892,16,16,16
1096157355,10,21,23
1161890265,23,74,234
1431505075,0,0,0
1296697332,0,0,0
1481968568,3,0,0
1480656983,0,0,0
1296697320,0,0,0
1179846617,9,9,13
1161889851,5,9,10
1263405063,8,0,0
1481967872,1,0,0
1161890066,9,14,22
1096157303,8,9,13
1161890106,4,6,8
1280509918,0,0,0
1263339488,11,13,0
1480657151,3,7,85
1161890110,24,53,96
1480659520,4,5,8
1481968407,1,0,3
1480657407,8,18,44
1480657531,2,3,4
1481968591,0,0,0
1464993792,6,8,18
1313671230,8,14,18
1179584488,7,12,29
1431505003,0,6,0
1481967983,8,10,13
1096157382,0,0,0
1161890152,10,12,12
1096157359,7,10,16
1146095595,7,9,16
1313671135,18,25,0
1129121805,25,50,59
1213532127,10,0,0
1480659531,5,0,0
1480657012,0,0,0
1481968108,18,0,0
1096157137,8,10,11
1129121873,32,61,159
1096157220,4,6,10
1480656894,2,3,5
1397033052,9,11,20
1463158756,0,0,0
1414596582,17,20,28
1480659545,0,0,0
1161889940,8,28,0
1195968465,1,6,29
1128466397,7,9,17
1480657099,11,29,102
1263339493,14,18,23
1482164275,0,0,0
1480656920,1,2,2
1096157420,7,9,16
1263405018,30,47,157
1163266005,4,6,6
1480657209,4,8,0
1463158738,0,0,0
1096157364,1,7,9
1179584472,10,0,10
1448413140,6,8,12
1397753823,7,9,11
1263929311,27,47,118
1480657650,0,0,0
1464993747,7,9,11
1480657689,9,10,15
1096157394,0,0,0
1129121746,0,0,24
1480659525,0,0,0
1397753812,17,28,69
1431505099,19,42,120
1431505090,23,41,61
1480656945,0,0,0
1146095619,5,0,10
1480660022,5,13,38
1480657714,5,6,8
1480659613,1,2,2
1481967890,0,0,6
1431504912,17,26,42
1263405100,0,0,0
1480659631,0,0,0
1313671196,9,13,82
1480656873,0,0,0
1096157217,9,12,15
1096157175,8,22,30
1096157279,6,0,12
1397819377,7,8,0
1480659926,2,2,3
1179584471,7,9,0
1431242707,5,21,81
1263470549,30,47,69
1414596709,11,18,23
1480656858,8,0,0
1414596699,0,0,0
1096157170,5,7,12
1313671201,11,12,45
1481968119,0,0,0
1480657079,7,13,38
1480657160,22,35,52
1480657068,0,0,0
1480659949,2,3,10
1313671273,2,4,0
1480657330,0,0,0
1264125926,7,11,12
1480657468,30,43,49
1179584512,27,154,538
1398147031,0,0,15
1096157169,4,8,31
1480659939,1,3,4
1480657435,7,11,15
1161890019,9,12,15
1480657002,1,2,4
1480657725,5,13,31
1096157153,8,10,11
1448413158,5,8,12
1297287149,11,14,15
1264125914,22,24,27
1480659603,3,4,6
1480657504,4,0,0
1481968167,0,0,0
1480657562,4,6,11
1161889812,0,0,0
1480657563,8,12,22
1480657786,6,0,12
1096157457,10,18,32
1161890162,7,0,0
1263339506,12,21,36
1161890195,6,6,8
1480657086,0,0,0
1161890031,7,9,17
1161889832,16,25,37
1146095621,16,45,0
1161890090,9,10,19
1280509933,0,3,4
1296697334,0,0,0
1463158741,0,0,0
1397032981,5,11,20
1481967951,0,0,0
1481968511,0,0,0
1431505022,9,14,24
1480659496,8,12,21
1480657153,9,11,13
1397032980,30,35,72
1480659530,4,9,16
1480657391,3,4,6
1481968619,0,8,14
1480659610,7,10,20
1480657234,0,19,26
1096157139,7,9,13
1145374675,0,0,0
1480656930,0,0,0
1480657201,11,15,21
1161889756,17,20,33
1263339518,6,9,17
1362167765,17,24,31
1480659629,0,0,0
1481968016,0,0,0
1481115670,0,0,1
1264125930,22,38,103
1481968277,1,1,2
1481968615,1,3,8
1161890190,7,8,13
1480659514,1,0,0
1464993867,14,33,55
1414596619,11,20,53
1431505091,10,16,31
1112934361,9,13,14
1263929306,4,16,66
1161889825,0,37,0
1263470561,15,47,135
1178929105,6,155,2642
1397032944,15,0,0
1161890083,6,8,12
1431505037,0,0,0
1096026066,64,84,0
1480659984,0,0,0
1161889835,30,0,0
1279330257,9,15,30
1414596752,12,16,27
1480656859,7,0,9
1414793364,60,88,131
1414793188,7,18,38
1414793198,9,11,19
1480659976,8,10,13
1481968215,0,182,0
1414924243,9,14,0
1413679068,7,14,0
1480657179,16,20,21
1480657310,6,12,21
1480657390,2,4,6
1480659507,4,5,9
1161890068,9,37,135
1313671140,30,41,64
1481968317,0,0,0
1431504894,10,16,0
1313671128,7,8,11
1397819369,7,10,17
1313671123,8,9,29
1480659933,5,10,14
1297287176,9,12,45
1448413145,8,10,12
1464993860,9,17,37
1263470551,13,0,0
1480657410,2,4,7
1397622741,0,2,3
1480657154,5,6,9
1480657039,0,0,0
1481968357,0,0,0
1481968372,7,0,0
1481968538,0,0,0
1480657048,20,0,0
1112934381,0,2,0
1480660040,0,0,0
1096157357,4,6,9
1414596783,0,0,29
1229391854,9,11,19
1481968540,0,0,0
1297287844,18,34,111
1264125916,40,61,103
1414596561,17,22,46
1480657496,3,0,0
1480656972,0,0,0
1480657529,6,7,7
1161890089,0,0,0
1313671121,8,14,30
1480657184,2,3,3
1480657021,0,0,0
1464993766,12,17,28
1431505036,16,26,37
1481968505,4,4,5
1480659490,17,0,0
1464993815,9,16,25
1096157219,6,6,7
1480660064,0,0,0
1414596604,20,29,51
893913052,8,15,0
1161890151,59,70,234
1431505093,11,15,21
1096157403,3,3,0
1179846614,8,9,30
1480657271,0,4,5
1297287132,11,17,45
1431504943,10,10,0
1212483547,24,0,0
1397032978,13,17,28
1480659753,12,32,58
1480657431,7,10,0
1096157371,3,4,7
1414793225,29,0,0
1480657414,0,2,6
1480657335,3,0,0
1431505107,3,27,27
1464993839,6,0,9
1480657805,4,5,7
1481968093,1,1,3
1397033014,5,6,7
1112934356,4,13,21
1480657523,4,6,9
1096222682,9,27,54
1096157173,6,7,7
1178929117,13,17,21
1481968390,0,0,0
1161890128,6,12,66
1414793394,10,42,222
1481968329,0,0,0
1128466475,0,0,0
1481968550,0,0,0
1096157221,4,0,4
1161890156,4,11,0
1414596731,15,17,0
1480656928,0,0,8
1297287642,0,0,0
1480660120,2,6,11
1397032925,4,6,9
1480659966,6,7,8
1096157142,7,10,14
1480656869,4,5,0
1480656919,1,0,0
1297549279,8,33,45
1480656932,5,7,10
1480657573,2,0,0
1480656862,3,5,5
1263339509,10,13,28
1297287146,50,57,75
1161889987,0,0,8
1481968419,0,0,0
1464993821,10,17,34
1480657701,0,0,5
1480657519,9,11,12
1480657729,5,8,19
1480657800,0,0,0
1481968052,2,2,3
1414596766,10,13,28
1480657332,0,0,0
1313671164,7,15,22
1161890157,8,14,37
1480656988,13,17,20
1096157146,13,18,36
1161889833,8,33,120
1313671136,3,11,54
1264125919,15,22,0
1263929298,23,40,114
1480657598,5,7,14
1129121871,29,42,63
1480656950,1,2,5
893913054,20,23,26
1179256785,20,42,44
1161889914,0,0,0
1161889997,2,0,0
1481968403,4,6,9
1480657103,1,3,4
1480657512,0,0,0
1480657107,0,0,0
1146095571,9,29,85
1480659957,3,7,16
1431504933,16,18,24
1414596672,0,0,0
1161890041,5,8,16
1146095594,6,32,44
1480660126,12,14,15
1096157167,7,9,12
1480657136,0,8,12
1480656887,3,6,10
1431242708,4,8,17
1480657032,1,4,0
1096157140,11,12,16
1480657430,2,5,20
1448150999,7,10,0
926156753,8,14,0
1481967867,9,14,20
1146357722,0,0,0
1112737751,12,14,16
1480657036,2,3,3
1162676178,5,6,16
1480657262,5,0,0
1161890015,9,12,16
1414596570,6,8,12
1297024977,1,5,0
1096157159,8,21,49
1480659651,4,5,8
1161889965,12,0,0
1397819394,11,15,21
1431505023,0,0,0
1161365458,10,20,29
1414793183,4,6,0
961480657,18,45,170
1498351575,0,0,0
1313671269,6,8,10
1414596701,21,30,53
1096026078,19,25,29
1481968218,0,0,0
1414793184,7,8,11
1414596733,11,19,22
1096157223,0,0,0
1481115671,0,0,1
1464993810,11,16,25
1431505089,6,11,11
1431504874,8,9,14
1431505017,12,21,34
1129121865,14,20,25
1480657044,1,1,5
1480660055,2,4,5
1480657787,0,0,0
1414596606,12,15,18
1247217618,15,21,34
1480656885,1,0,11
1161889861,0,0,0
1263405059,0,0,0
1480657652,4,6,17
1313671254,12,20,25
1464993848,4,10,13
1161890286,64,105,196
1480657443,12,19,0
1297287815,14,21,32
1297287820,494,965,2560
1096222685,9,27,54
1481967960,4,0,0
1480657326,1,3,0
1397032913,163,0,0
1480657681,1,2,6
1396901880,4,5,10
1481968087,0,0,0
1480659576,0,0,0
1112934376,9,9,11
1161889774,8,18,0
1096157138,8,10,12
1481968180,4,5,6
1397819355,24,36,87
1480659903,4,7,9
1480660020,21,0,26
1480656874,2,5,24
1263405031,8,0,0
1480657534,14,21,49
1480657437,0,0,0
1481115702,0,0,2
1481968473,0,0,0
1480660021,3,0,10
1414793298,24,125,0
1480656923,1,1,0
1480657365,0,0,0
1480657344,6,8,12
1480659636,0,0,0
1480657736,0,0,0
1096157383,2,0,0
1481968443,0,5,0
1481968213,9,12,21
1480660001,8,0,0
1431504888,5,5,6
1481968123,0,0,0
1397033025,6,8,17
1481967953,1,0,0
1161890060,0,0,20
1112737745,32,84,175
1414793398,20,37,83
1096157168,8,9,9
1096157387,4,10,17
1096157388,1,0,0
1431504955,19,26,35
1263470553,6,19,50
1480657056,0,0,0
1481968490,1,3,10
1263339487,18,28,49
1161890065,12,50,0
1414793215,0,0,0
1297483729,18,23,36
1480657766,6,9,20
1480659443,1,0,2
1413679067,7,14,0
1480657532,4,5,8
1480659952,4,6,9
1481115666,0,0,1
1330055124,0,0,0
1279330258,8,11,17
1346832342,0,0,0
1414793180,0,11,0
1480659510,5,6,22
1480657679,4,6,19
1161889752,28,80,0
1296697318,0,0,0
1229391825,9,12,15
1279330271,9,14,20
1161889786,5,8,14
1480657798,3,6,17
1414596576,11,22,55
1096157148,0,0,0
1297287218,2,4,11
1480657497,6,8,17
1480656868,0,0,0
1161889771,14,18,107
1480657722,5,6,8
1480659488,5,0,7
1481967999,5,0,0
1448413177,9,11,14
1263405058,6,9,20
1112934377,3,4,4
1480656934,0,0,0
1480656879,4,24,48
1161889807,26,30,63
1481967853,11,13,16
1480659977,4,5,11
1480657016,2,20,274
1129121853,14,23,40
1178929112,0,0,12
1481968610,3,0,0
1431505033,0,0,0
1480657803,0,0,0
1297549275,11,15,31
1431504883,6,8,12
1480660047,5,0,8
1313671195,12,16,0
1480657411,6,0,0
1481968086,0,0,0
1128466455,7,9,14
1446184913,0,0,0
1481968299,3,0,4
1480657167,0,0,0
1480657336,1,9,0
1297287625,16,21,28
1161890070,14,16,23
1112934355,7,9,10
1398147025,0,0,0
1431504859,10,16,0
1413679057,4,12,116
1414596765,0,0,0
1296697304,0,0,0
1480656876,0,0,0
1480657641,6,52,84
1161890292,23,141,154
1480657181,5,0,5
1480657180,0,0,0
1480659445,6,11,0
1112934425,2,4,4
1096157465,3,0,7
1480656996,16,19,25
1481968270,0,0,0
1414793186,1,0,1
1431504976,0,0,0
1096157222,0,0,5
1128466388,12,17,34
1480659441,2,3,6
1480657542,5,8,12
1380714457,0,0,0
1431504977,3,4,5
1128466457,21,27,52
1396901845,8,20,30
1481968380,12,16,24
1297287621,0,0,0
1464993832,8,10,16
1480659969,7,23,89
1414596598,0,0,0
1481115675,0,0,1
1480659913,0,8,10
1480659454,1,2,3
1161889775,50,117,274
1481967966,0,13,15
1161890051,14,21,31
1480659527,7,10,20
1481968541,1,0,1
1146095572,8,9,11
1480657445,9,13,25
1161889978,22,0,0
1480659552,0,10,12
1448413152,7,10,11
1096157262,11,16,32
1480657069,1,2,0
1096353752,7,7,0
1146095624,4,5,14
1096288217,68,87,211
1463158743,0,0,0
1480657425,2,2,3
1313671257,2,16,30
1179584487,0,0,0
1431504989,15,26,42
1129121760,4,5,6
1480656891,4,0,0
1161889780,10,0,151
1096157163,0,0,0
893913045,8,12,14
1481115697,0,0,1
1480659504,0,0,11
1480659420,5,7,11
1480657322,0,8,9
1297287123,8,12,26
1480657295,9,10,15
1380714449,9,11,14
1480656886,6,25,0
1414596713,1,9,34
1431504974,0,0,0
1346570196,7,10,0
1481968542,0,0,0
1480657657,2,2,4
1161890272,7,11,27
1480659455,6,8,16
1480657258,5,6,8
1096157274,8,10,0
1480656954,1,2,2
1480657528,1,1,0
1414793347,0,0,7
1263929301,0,0,0
1480657113,0,0,0
1481115674,0,0,1
1161890103,22,45,74
1480657293,4,0,16
1481967852,0,0,0
1431505011,15,56,212
1480660132,5,8,13
1161889821,22,38,77
1480657348,3,5,6
1480659617,0,0,0
1096157390,0,0,0
1297287606,3,5,10
1481968539,2,0,2
1414596674,10,12,20
1481968333,6,9,14
1263929300,7,10,10
1297287440,29,72,259
1263405113,9,10,0
1112803284,2,3,24
1480659988,3,6,8
1414596621,11,18,41
1263339473,25,64,156
1161890126,8,12,29
1161889817,9,13,16
1481968278,4,4,5
1481968309,0,0,0
1480660007,4,8,19
1431504956,8,13,20
1414793400,30,45,74
1480657317,28,33,38
1415120849,33,37,4500
1397033030,7,17,32
1481967857,2,0,2
1464993769,6,7,11
1464993836,16,24,33
1397032974,13,17,26
1431504872,3,4,7
1480657115,6,14,26
1397819348,6,15,0
1396901865,11,12,13
1297287154,19,30,50
1480659433,5,10,22
1096157232,7,32,124
1414793239,0,85,0
1112737765,9,10,11
1397622748,3,20,155
1161889972,13,26,30
1112934450,5,12,16
1480659614,1,1,1
1096157184,6,0,12
1480657202,0,0,0
1112737755,7,9,11
1263405087,8,11,15
1112737749,22,52,114
1480659630,0,0,0
1431505070,16,31,55
1414793374,12,48,0
1480657415,3,4,6
1096157365,9,13,21
1480657315,3,3,3
1263405023,23,0,57
1129121874,8,28,75
1414793202,27,41,74
1096026080,12,13,14
1480659914,0,0,8
1096157302,5,8,12
1397819368,20,35,66
1480656994,1,2,2
1480657249,5,5,6
1161889888,33,40,80
1263339510,15,25,36
1263929305,27,47,118
1414596680,5,7,8
1480656912,2,2,0
1480656987,3,0,0
1128466401,3,20,89
1397819381,15,18,28
1480657062,0,0,0
1480659529,3,5,12
1161889746,15,23,22
1480657509,6,46,0
1480660039,5,7,15
1096157149,14,18,42
1481968608,0,1,0
1480659539,0,0,0
1480657038,0,0,0
1096026065,13,0,0
1480657318,2,3,3
1161890199,51,94,148
1431505077,23,23,0
1480657199,0,0,0
1480659478,9,9,11
1480657379,2,3,18
1480657490,0,0,0
1480656997,11,14,17
1480659422,12,14,15
1464993789,8,18,124
1480656916,0,1,8
1161890039,5,6,9
1112934373,4,7,16
1096157253,10,15,20
1480657013,0,0,0
1128531926,41,48,66
1415186385,1,3,11
1096157246,5,8,12
1112737753,6,13,22
1480657452,5,6,16
1481968242,0,0,0
1297287829,13,30,49
1096157323,0,0,0
1480659425,0,0,0
1096157399,1,5,0
1313671173,50,73,165
1480657359,0,0,0
1480657671,0,4,7
1447495636,7,7,8
1397032934,9,9,14
1296697314,0,0,0
1313671246,4,0,0
1480659911,5,8,14
1480657311,0,0,0
1480659958,0,0,0
1414793301,23,0,0
1397032945,10,11,23
1196885969,0,0,0
1161889811,0,0,0
1480657346,8,16,31
1480657525,4,7,0
1313671152,9,12,17
1481968381,8,18,44
1263929317,23,48,101
1480656955,0,0,0
1128466483,8,13,36
1297287861,3,4,4
1480659575,6,8,9
1414793309,12,16,28
1431504869,9,14,16
1480657802,1,2,3
1297287382,13,26,46
1212483538,0,25,0
1480659975,0,0,0
1481968259,16,25,35
1481968322,5,7,0
1161889823,34,65,107
1448413178,6,9,11
1163266003,5,0,0
1313671234,6,12,23
1480656882,3,0,0
1481968262,0,0,0
1481967887,4,4,6
1481115677,0,0,0
1212483537,0,0,0
1464993857,8,12,18
1431504864,11,28,73
1480657040,0,0,5
1480660006,2,24,0
1481968288,0,0,0
1480657135,0,0,0
1161889879,11,13,20
1480657464,1,0,0
1280509931,20,24,32
1161890249,9,41,50
1263405020,0,8,0
1480656974,0,0,0
1431505074,0,0,0
1161890022,10,26,38
1480659557,3,4,9
1161889919,18,25,66
1481968072,3,3,4
1112737777,10,16,37
1480657242,6,8,20
1397032928,13,16,20
1480656957,0,0,0
1096157472,4,18,73
1229391875,0,0,2
1161890048,30,40,81
1480656926,2,0,0
